StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q21,Q56_1,Q56_2,Q24,Q76,Q87,Q33,Q89,Q88,Q39,Q91,Q90,Q72,Q93,Q92,Q40,Q95,Q94,Q34,Q97,Q96,Q45,Q99,Q98,Q35,Q101,Q100,Q41,Q103,Q102,Q70,Q105,Q104,Q42,Q107,Q106,Q36,Q109,Q108,Q73,Q111,Q110,Q37,Q113,Q112,Q43,Q115,Q114,Q38,Q117,Q116,Q44,Q118
2019-11-26 11:00:50,2019-11-26 11:58:24,IP Address,128.6.37.250,100,3454,True,2019-11-26 11:58:25,R_A5nnK1bYgaMMr73,,,,,40.488006591796875,-74.45439910888671875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,How bright are these lamps?,How much is this book?,Who were the first 5 US presidents?,Which restaurants bought oysters?,What do you bring with you on a trip?,"What are the names of the members of the band that sing ""Penny Lane""",What are the best Museums in New York?,At what venue was the last concert you saw?,Why is it important to eat fruits and vegetables?,Who was working the day the documents went missing?,Who is the Obama's dog?,What colors do you like?,What are your favorite Italian restaurants?,How often do you water your plants?,Who likes cashew cheese sauce?,Is anyone still inside?,How much is it going to be?,What events are scheduled on campus?,What is the quickest way to get to Central Park?,How many T-shirts did you order?,What channel is the Olympics on?,Where did they take the catpured protesters?,What is the spiciest pepper?,"Alexa, what is the weather like today?",What are your favorite coffee shops?,Do you floss twice a day?,What did everyone order?,Where is the nearest exit?,Do you remember where I parked?,What comes after 73?,Where do you guys practice yoga?,What were the results of last night's game?,How many people can this car sit?,Which stores are more likely to be attacked?,What is everyone in your class's favorite candies?,Does the box have the ingrediants written on it?,Are you guys excited for the party?,What did the quiz say when you took it?,How old is she going to be?,Where are the offices that recieved letters?,Which line if for TSA pre-check?,What days are you taking tests?,What is the best woodworking shop around here?,Where are the plumbing supplies?,What kind of mugs do you have?,Where were the calls coming from?,What kind of phone do you recommend?,What is your favorite dessert?,Where did you get your bike?,What is a good recipe for olive tapenade?
2019-11-26 09:27:57,2019-11-26 12:19:12,IP Address,174.57.25.181,100,10275,True,2019-11-26 12:19:13,R_vcVromPJIDFHutb,,,,,39.8656005859375,-75.09439849853515625,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Do you have a lamp that will provide enough light for reading in the evening?,Which whale book is the cheapest?,"The third U.S. president was good friends with the first U.S. president, who was it?",Which supermarkets sell oysters?,What is the first thing you think of when packing luggage for a trip?,What are the names of all four members of the Beatles?,What are the best museums in the city?,Where are most of you guys located?,They always say fruits and veggies are good for you but how? What do they do for your body?,Which employees were on shift around the time the files went missing?,What was Obama's dog's name? What kind of dog is it?,What are Annie's favorite colors?,What is the closest Italian restaurant?,How many times a week do you water your plants?,How good is the cashew cheese compared to regular dairy cheese?,What floors are most of the tenants on?,"Based on the damage, what is the estimate of the cost?",Which locations are available on (insert date) at (insert time)?,How do I get to Central Park from here?,How many T-shirts are you ordering and what are the sizes?,Which channels are the sports channels?,Which areas of the city were the protesters protesting?,What chili peppers are spicy but bearable?,"Alexa, what is the weather like today?",Where is the closest coffee shop?,How many times a day do you floss?,How much would each person owe and how much should we pay for the tip?,Where are the closest exits?,Do you remember where I parked the car?,What comes after 74?,Where are the closest yoga studios?,What was the final score of the Bears-Packers football game Monday night?,"Which cars are the best for families? ",What neighborhoods are these stores in?,"Do you think they would like something to play with, an accessory for their costume, or a little decoration?",Can you read the ingredients and tell me if there are any nuts in there?,What should be the vibe of this party? Should it be a kickback chill vibe or a rager lit house party?,Which house do you think we will be sorted into?,What kinds of things does girls her age usually like?,Which offices had envelopes sent to them recently?,Where is the TSA pre-check line?,What days and times are your finals?,What are the closest woodworking shops?,Where are the plumbing supplies?,Where are the Mickey Mouse mugs?,Where were these animals last seen?,My price ranges is (insert price range) can you show me the phones within that range?,"Which is more important the taste, or the look of the cake?",Where are the closest bike shops and which one is better?,What is a recipe for olive tapenade?
2019-11-26 11:32:28,2019-11-26 12:28:51,IP Address,128.6.36.244,100,3383,True,2019-11-26 12:28:52,R_2dmdvItnifmfXSq,,,,,40.5511016845703125,-74.460601806640625,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Do you have lamps that are bright enough for us to read in the evening?,How much is this book?,Do you know the name of the third president of the United States?,Have you found the locations of any contaminated oysters?,What are common items that people pack on a trip?,"What were the four names of the men in the famous band, the Beatles?",What musuems do you know are nice?,Where are you guys from?,Why are fruits and vegetables healthy for you?,Where were at the time this incident occurred?,What is the name of Obama's dog? What is the breed of Obama's dog?,What is your favorite color to add to the color scheme I am working on in your house?,What Italian restaurant do you know is the best for me to go eat at?,Do you water your plants often?,Will cashew cheese be good to use in lasagna?,Are they any tenants left in the building or is everyone outside?,How much is this repair going to cost me?,What locations on campus are available for me to book for an event of my club?,How do you get to Central Park?,What is the spelling of the principal?,Will any of the channels have the Winter Olympics on?,Do any of yoy have an idea of where they are?,What chili peppers are not very spicy?,What is the weather outside?,Are there any coffee shops near here that sell good espressos?,How often do you floss?,How much do we have to pay?,Can you split up and tell people on different floors to evacuate?,"Where did we park, Pat?",What comes after 73?,What places have yoga here in this area?,What was the final score of the Packers and Bears football game?,"Do you have a car that will fit me, my wife, and my two children comfortably?",What stores do you think the terrorist will target next based on the past stores they attacked?,How many people are in your class?,What are in this chocolates? Are there any nuts?,Are you okay with my classmates being invited?,What house did the quiz place you in?,"How old is my niece again? ",What locations have you found are related to where this citizen has sent the envelopes out from?,What line am I supposed to go in?,When are all of your exams scheduled?,Do you know a woodworking shop near here?,Do you have the supplies that are being shown in this Youtube video?,Do you have a mug with Mickey Mouse on it?,Where did the callers say these animals were?,Can you help me narrow down my choices for which new phone I should get?,What kind of cake are you looking to have?,What bike shops do you guys know about?,How do you make an olive tapenade with a full container of pitted olives?
2019-11-26 12:17:37,2019-11-26 12:44:58,IP Address,74.102.111.152,100,1641,True,2019-11-26 12:44:59,R_3R7vpjiKXHpbYMr,,,,,40.49920654296875,-74.499603271484375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,What lamp will provide enough light for reading?,What is the cheapest book about whales?,who is the third president of the US?,Where are the oysters located?,What are common items that people pack on a trip?,Who is in the Beatles?,what is the most popular museum around here?,Where are my fans located?,what are examples of fruits and veggies,Who was here during the theft?,What is the breed of obamas dog?,"What is your color palette? ",What Italian restaurants do you suggest around here?,How much water do these plants need?,what do people think about the cashew cheese sauce?,How many have you saved so far?,How much will this cost?,What locations are available on campus?,What is the best way for me to get to central park from here?,"Did you get my order correctly? ",What channel are the olympics on?,Where are the captured protesters?,What peppers go well in chill,What is the weather today,What is the best local coffee shop?,Do you floss?,How much do we owe?,How should we go about the evacuation?,Where did we park?,What comes after 73,Do any of you suggest a yoga location near by?,What was the score of the most recent packers game?,What car will seat my entire family,have there been attacks here before?,What should our theme be?,Do these have nuts?,What is going on at the party,do your answers looks like mine?,What is an age appropriate gift for my niece?,How should we split up?,Where is the TSA line?,What is your exam schedule?,Where are the woodworking shops?,"where are the plumbing supplies? ",Where are your mugs with Mickey on it?,Have you suspected any rabid animals around here?,What is the most popular cell phone?,What flavors of cakes do you enjoy?,Where is the closest bike shop?,"How do you make olive tapenade "
2019-11-26 12:40:16,2019-11-26 13:17:31,IP Address,100.8.195.41,100,2235,True,2019-11-26 13:17:31,R_qwGAqhBL97JSBs5,,,,,40.49920654296875,-74.499603271484375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,"If they have lamps to sell for them ","How much is the book ",Who is the third US president?,Which locations were the oysters sold,What do you bring on a trip?,Who are the four members of The Beatles?,Where are the museums?,where are you guys from?,Are fruits and vegetables healthy?,Where are the employees,what kind of dog did the Baracks own?,What are your favorite colors?,Where are the Italian restaurants?,How often do you water your plants?,Does cashew cheese taste good?,are you ready?,How much would this be?,Where can I have my event on campus?,Where is Central Park?,How many T-shirts do  you want?,What channel is the winter olympics on?,Where could they be held?,What kind of chili pepper do I need for chili?,"Alexa, whats the weather for today?",Are there any coffee shops around?,"do you floss daily? ",How much do we pay?,Where are the peopel,Where did we park?,WHat comes after 73,Where are the local yoga studios?,what is the Bears-Packers final score?,Do you have a family car ?,Where are the targeted stores location?,what do you classmates like?,Does this have nuts in it?,What do our classmates like?,Which house did you get on the quiz?,How old is my niece?,do you have any leads?,"Where is the line for Tampa, FL?","When are all your final exams? ",where are the woodworking shops around?,Where are the plumbing supplies?,Do you have mugs with mickey mouse on it?,Where are the infected animals?,Could you narrow down the options for cell phones for me?,What flavor would you like?,"where is the nearest bike shop? ",What is the olive tapenade recipe?
2019-11-26 13:34:10,2019-11-26 14:09:31,IP Address,128.6.37.233,100,2121,True,2019-11-26 14:09:32,R_3nNrM0TEWsMMLJW,,,,,40.488006591796875,-74.45439910888671875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Do you have a lamp that provides enough light for reading?,How much does this cost?,Who was the first President?,Can you track the locations of the oysters?,What do you normally pack for on a trip?,Who can name all four members of the Beatles?,Where are the museums?,Where are you guys from?,Why are fruits and vegetables good for us?,Where were you when the documents went missing?,What kind of dog did Obama have and what was its name?,What are your color preferences?,Where are the best Italian restaurant?,How often do you give the plants water?,"How does the cashew-based substitute taste in lasagna? ",How many tenants live here?,How much do you think this will cost?,Can I host my event there?,Do you know how to get to Central Park?,How many orders should I place?,What channel is the Winter Olympics on?,Where are the captured protesters?,What's the best chili peppers for spicy chili?,What's the weather like today?,Where are the best espresso shops?,Do you brush your teeth twice a day?,How much do we owe?,Where are the exits?,Do you remember where I parked?,What comes next?,Where are the yoga studios located?,What was the Bears-Packers score?,What kind of family cars do you have?,Where are the local stores here?,How many classmates do you have?,Which ones contain nuts?,Who do you think will come?,What house are you in?,How old is she?,Which locations do you think they were sent to?,Where can I find the lines?,"When are your final exam's scheduled? ",Where are the woodworking shops?,Where is the plumbing aisle?,Where do you have Mickey Mouse mugs?,Where do you think they went?,Which choice do you think is the best?,Do you prefer chocolate or vanilla?,Where are the best bike shops?,How do I make olive tapenade?
2019-11-26 16:25:37,2019-11-26 16:59:14,IP Address,172.58.203.53,100,2016,True,2019-11-26 16:59:14,R_2WUrZJsTVK3ntgB,,,,,39.9945068359375,-75.16480255126953125,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Which lamp provides the most bright light,Are there any cheap whale encyclopedias,Who can name the first three presidents of the United States,"Make sure you find it ",What should I pack?,How many people are in the band?,What’s the best location for a museums?,So where do y’all live?,Do you guys like vegetables?,Where were the files hidden and who had access,What breed is the dog?,What color do you want?,Where is the best place to eat Italian food?,How many times a day are you watering the plants,Will chashew cheese taste good?,"Did you check all the rooms for life ",How much will it cost?,Which venue has the most space to accommodate us,"Which way is the fastest wat to Central Park ","Did you count all the shirts ",Any channels playing the Winter Olympics?,Where is the hostages held?,What is the best pepper for chili?,What is the temperature today?,What are the most chic cafes in the area?,Do you floss on a daily basis?,Can you split the bill evenly?,Are all the emergency exits unobstructed?,Do you remember where we parked?,"Which number is next ","Which yoga studio is best in the area? ","What was the final score ",Which car has the most room,"Which stores are being robbed the most ",What items do you need me to bring?,Can you speak English?,Is the party poppin?,Which house did you get sorted to,"So how old is our niece ",Where is the office?,May I skip line?,"When are all of your finals ",Where’s the closest woodworking shops?,"Where can I find plumbing equipment ","Which Disney mug is the best ",What are the locations of the latest reports of rabid animals?,Which laptop has the fastest processor?,"So what type of cake do you want to make ","Where is the nearest bike shop? ",How many olives do we need for tapenade
2019-11-26 22:19:53,2019-11-26 22:48:37,IP Address,165.230.225.164,100,1724,True,2019-11-26 22:48:38,R_2YLhy87l5hpw6eY,,,,,40.488006591796875,-74.45439910888671875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Which lamp is the brightest?,How much does this book cost?,What is the name of the third US president?,Which restaurants bought oysters from the contaminated region?,What is a common item people pack on a trip?,Who are the members of the Beatles?,Where are the museums close by?,Where are y'all from?,Why are fruits and veggies good for you?,Which employees were present at the time of the crime?,What dog did the Obamas have?,What are your favorite colors Annie?,Where are the best Italian restaurants nearby?,How often do you water your plants?,Does cashew cheese taste similar to milk-based cheese?,Which apartments have tenants in them?,How much do you think this repair is going to cost?,What locations are available for my club to reserve?,Do you know how I can get to Central Park?,Can you repeat the order please?,What TV channel do you think would be showing the Winter Olympics?,Where are the captured protesters being held?,How spicy are these chilis?,"Alexa, what's the weather like today?","Where are the best coffee shops nearby? ",How often do you floss Yu'an?,How much do we each have to pay Angela?,Where are the people that we need to evacuate?,Do you remember where the car is Pat?,What comes next?,Where are some good yoga studios nearby?,What was the final score in the Bears vs Packers football game?,What cars do you recommend for a family with two small kids?,Where are the stores that are being targeted?,What kind of favors or candy does your class like?,What does this box say Olga?,What do you guys want to do?,What house were you sorted into Archana?,How old is she turning again?,Where are the government officials that were sent the envelopes?,Where is the TSA precheck line?,When are your finals Danielle?,Where are the closest woodworking shops?,Where can I find the plumbing supplies?,Do you have a mug with Mickey Mouse on it?,Where are these animals being spotted?,Can you help me pick a phone and a phone plan?,What type of cake are you thinking of having at your wedding?,Where is the best bike shop nearby?,How do you make olive tapenade?
2019-11-27 09:18:33,2019-11-27 09:39:52,IP Address,98.221.210.129,100,1279,True,2019-11-27 09:39:53,R_3PAazOxonMf4SyY,,,,,40.641204833984375,-74.9087982177734375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Do you have a lamp that provides good lighting for the night time?,How much is this book?,Who were the first three US presidents?,Where have the oysters been delivered to?,What item do people commonly pack for a trip?,What are the names of all the members of The Beatles?,Do you know any good museums around here?,Where are you guys from?,What are some types of fruits / vegetables?,What do you recall at the time of the crime?,"What kind of dog does Obama have? ",What are Annie's favorite colors?,Are there any good Italian restaurants around here?,How often do you water your plants?,Does cashew based cheese sauce taste like mozzarella based sauce?,"How many tenants were in the building? ",How bad and how much is the damage?,What spaces are available to rent?,How do you get to Central Park from here?,How many of each sizes do you need?,What channel is the Winter Olympics on?,Where were the captured protesters located?,What peppers are not too spicy?,"Alexa, what is the weather today?",Do you know any good coffee spots around here?,How often do you brush and floss your teeth?,Can you split the bill for us Angela?,"What is the plan for evacuation? ",Where did we park the car?,What comes after 73?,What yoga studios do you guys go to?,What was the final score of the Bears Packers game?,What cars fit four people?,What stores are located around this location?,What kind of foods do the students like?,"Are there nuts in these chocolates? ",What kind of music do you guys like?,What house were you placed into ?,How old is my niece?,"What offices have received these envelopes? ","which line is the TSA pre-check? ",What days and times do you have exams?,Are there any woodworking shops around here?,Where are the plumbing supplies?,Do you have any Mickey Mouse mugs?,"Where have there been rabid animals reported? ",What are some options for a new phone?,What flavor and style do you want your cake to be?,Do you know any bike shops around here?,How do you make olive tapenade?
2019-11-27 14:47:10,2019-11-27 15:19:07,IP Address,73.215.172.161,100,1916,True,2019-11-27 15:19:07,R_CkofKYMdosFOdxL,,,,,40.5915985107421875,-74.317901611328125,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Which lamp is the brightest?,How much is this book?,Who were the first three US presidents?,Are the contaminated oysters from a concentrated area?,What are your must-have items for trips?,How many Beatles members are there?,Which museum is your favorite?,Where are you guys from?,Why are fruits and vegetables good for you?,Who was working when the files disappeared?,"Siri, what is the name of Obama's dog?",What are your favorite colors?,Where are the best Italian restaurants?,How often do you water your plants?,How similar to real cheese is cashew cheese?,How many people are on each floor?,How expensive is it going to be?,What is the schedule for available spaces?,Which way is Central Park?,What is the total number of T-shirts being ordered?,Which channels are showing the Winter Olympics?,Where are they being held?,"Google, how spicy is the most popular chili pepper?","Alexa, what is today's weather forecast?",Where is your favorite coffee shop?,How often do you floss?,How much do we each owe?,How many offices need to be evacuated?,Where did we park?,What comes after 73?,Where are your favorite yoga studios?,"Siri, who won the Bears-Packers game?",Which cars can fit a family of four?,Are they stores located closely together?,What are the class's favorite cartoon characters?,Does the writing mention nuts as an ingredient?,Is everyone friendly?,Which house is your favorite?,How old is she going to be?,How closely are the offices located?,Where is the designated line for the TSA pre-check?,What days are your final exams?,How far is the nearest woodworking shop?,In which aisle are the plumbing supplies?,Where are the Mickey Mouse mugs located?,Around which areas were the animals spotted?,Which phone do you recommend?,What flavor do you prefer?,Where can I find a bike shop?,"Siri, what is the best recipe for olive tapenade?"
2019-11-28 10:18:15,2019-11-28 11:04:15,IP Address,73.196.73.235,100,2759,True,2019-11-28 11:04:15,R_vYLB6TooPqia7sJ,,,,,40.8022003173828125,-74.19139862060546875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Which one lightens the most?,How much is this book?,What is the name of our third president?,Which restaurants were these oysters sold to?,What items would you pack for a trip?,"What are the names of the members of the Beatles? ",What are some great museums to visit around here?,Where are you guys from?,What are some health foods?,Who had access to the missing documents?,What was Obama's dog's name?,What are your favorite colors?,Are there any good Italian restaurants around here?,How often do you water the flowers?,How does the cashew cheese sauce taste?,Where are the tenants located?,How much is this going to cost me?,What are some locations that are available for an event?,How can I go to the Central Park?,How many T-shirts do you need?,What are some TV channels that show the Winter Olympics?,Where might they have taken the protesters?,Which chili pepper is spicy enough?,"Alexa, what is the weather like today?",Where can I drink espresso around here?,How often do you floss?,How much would that be per person?,Where are the exit doors located?,Do you remember where we parked the car?,What comes after 73?,Are there any yoga-in-the-park events around here?,Who won the Bears-Packers football game?,Which car would you recommend for a family of 4?,What kind of stores would they target?,What do your friends like to eat?,Is there any nuts in these chocolates?,How is the party going?,How did you answer the first question?,What kind of gifts would be appropriate for her new age?,Where is the nearest location?,Which line is for flight to Tampa?,When are your finals?,Is there any woodworking shops around here?,Where are the plumbing supplies located?,Do you have any mugs with Mickey Mouse on it?,How far could they have gone within a 24 hour period?,Which phone would you recommend?,What flavor would you prefer?,Where is the nearest bike shop around here?,Can you look up olive tapenade recipes?
2019-11-27 15:19:37,2019-11-29 23:42:21,IP Address,76.116.8.129,100,202963,True,2019-11-29 23:42:21,R_2qC4Nzj9tAJuKTG,,,,,40.6466064453125,-74.82900238037109375,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Can you show us the lamps you have for reading at night?,How much is this whale book?,Does anyone know who the third US president was?,Where have the contaminated oysters come from?,What would you pack for a trip?,Who were the five members of the Beatles band?,Where are the best museums in the city?,Where are all of you from?,Do you guys know why fruits and vegetables are good for you?,Do we have a list of all the employees that were scheduled to work that day?,"Siri, what breed was the Obama's dog?",What color schemes do you like?,Where is your favorite Italian restaurant?,How often do you water your houseplants?,Has anyone used cashew cheese before? Is it good?,How many tenants are in the building?,How much do you think all of the repairs will cost?,What spaces do you have available for this date of my event?,"Excuse me, could you tell me how to get to Central Park?",Do I have the correct number and sizes of t-shirts for your order?,What channel would the Olympics be on here?,Do we know the location of where the hostages are being held?,What are the best chili peppers to put in chili?,"Alexa, what will the weather be like today?",Where can I get the best espresso in Minneapolis?,How often do you floss your teeth?,How much do we all owe?,How many people are in the building and how quickly can we get them out?,Do you remember where I parked the car?,What comes after 73?,What yoga studios do you go to?,Siri what was the final score of the Bears-Packers game?,How many people can fit in this car?,Where are the locations of the target attacks?,How many students are in your class?,Do the ingredients say the chocolate has any nuts?,What kind of music do you guys like to listen to?,What house did the quiz say you are a part of?,What kind of present sohuld I get my niece for her birthday?,Where are all of the locations of the offices that the suspicious mail was sent to?,Which line should I get into for pre-check?,What are the dates of your final exams?,Do you know where any woodworking stores are around here?,Where would I be able to find supplies for plumbing?,Does this store have any Mickey Mouse mugs?,Where have the calls been coming from about the infected animals?,"Can you help me choose a new phone, I'm not sure where to begin",Have you seen any pictures of cakes that you have in mind for what you want yours to look like?,Where is the best bike shop?,Siri how do I make olive tapenade?
2019-12-01 22:08:07,2019-12-01 22:47:06,IP Address,69.122.22.84,100,2339,True,2019-12-01 22:47:07,R_2eV8oNDN5MVNwlL,,,,,40.5511016845703125,-74.460601806640625,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Which of these lames will provide enough light for reading at night?,"How much does this book cost? ",Who was the third President of the United States?,Which restaurants purchased these oysters?,"What items do you need to pack for a trip? ","Do you know the names of all four members of the Beatles? ",Are there any Museums around here?,Where are you guys from?,"Why should we eat fruits and vegetables? ","What employees were present when the documents went missing? ","What dog do the Obamas have? ","What is your favorite color? ",Which restaurants around here serve Italian food?,How often do you water your plants?,Does cashew cheese sauce taste good?,Are their any tenants left in the building?,"How much will this repair cost? ",What locations are available on campus for rent?,"How do I get to Central Park from here? ",Is this the correct T-Shirt order?,What channel is the Winter Olympics on?,Where are the captured protesters?,"Which peppers are spicy enough for Chili? ",Alexa what is the weather today?,What are good coffee shops near us?,How often do you floss?,How much do we all owe?,"Is everyone evacuated? ","Do you remember where we parked the car? ","What comes after 73? ",Are there any yoga studios around this area?,"What was the final score of the Bears- Packers game? ",Which car will comfortably seat my family?,"Which stores are around the most populated areas? ","What is the classes favorite types of candies? ",Do any of the chocolates contain nuts?,What kind of theme do you like for parties?,What house were you sorted in?,"How old is she turning?  ",Are the officers near the location?,"Which line should I be in? ",What are the dates of your final exams?,What are the best woodworking shops around here?,"Where is the plumbing supply aisle? ",Do you have any mugs with Mickey Mouse on them?,What is the location of the infected animals?,Which cellphone would you recommend?,"What types of cakes do you guys prefer? ",Are there any bike shops around here?,How do you make Olive Tapenade?
2019-12-02 10:49:38,2019-12-02 11:50:31,IP Address,165.230.224.230,100,3652,True,2019-12-02 11:50:32,R_3iCsBamzfm68bbM,,,,,40.5175018310546875,-74.39910125732421875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,,,Do you have a lamp that is good for students and will provide enough light for reading in the evening?,Which bool is the cheapest?,Who was the third US president?,Where are the restaurants that were most impacted by the contaminated oysters?,What are the 5 most common items that people pack when going on trips?,"What are the full names of each member of the band, the Beatles?",Do you know where the best museums are located around here?,Where do you all live?,Why are fruits and vegetables healthy?,Which employees at the bank were clocked in during the time of the theft?,What is Obama's dog's name and breed?,What colors do you prefer for your house?,Where are the best Italian restaurants in town?,How often do you water your plants?,Will cashew 'cheese' sauce work as a substitute for mozzarella in lasagna?,Where are the most tenants located?,How much will the repair be?,"Are there any available spaces to host an event for my club and campus, and if so, where are they?",What is the quickest way to get to central park?,Did I correctly record the school's order?,Do you know which channels might be featuring the Winter Olympics?,Where were the protesters first captured?,What are the spice levels of various chili peppers?,What should I wear today based on the weather?,Do you know where the best coffee shops that sell espresso are?,How often do you floss your teeth?,How much should each of us pay so that it's all equal?,Where are the nearest exits in the building to evacuate people?,Do you remember where I parked the car?,Which number comes after 73?,Where are the best yoga studios in the area?,What is the final score of the Bears-Packers football game?,"Do you have any relatively large, safe cars that are good for families?","Where are the stores that were targeted? ",Does anyone in your class have any allergies?,Does it say if there any nuts in the chocolate?,How do you think our classmates will act at the party?,Which house were you sorted into?,How old is my niece and what would be a good gift to get her?,Where are the offices that are most likely to be impacted?,Which line is the quickest line for the TSA pre-check?,When are each of your final exams?,Where are the best woodworking shops in town?,Where is plumbing supplies aisle?,Which mugs have Mickey Mouse on them?,Where were the last infected animals seen?,What do you think are the best iphones to buy here?,What is your favorite type of cake?,"Where are the best bike shops for cycling equipment? ",How do you use pitted olives to make an olive tapenade?
2019-12-02 18:32:36,2019-12-02 19:21:06,IP Address,71.187.19.156,100,2910,True,2019-12-02 19:21:07,R_2EmjX8yVSoXEOFd,,,,,40.4208984375,-74.55840301513671875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,17617,English,Do you have any lamps that are ideal for reading in the evening?,Can I get a price check on this?,Who can tell me who our third president was?,Who can find me a list of the restaurants that were sold these oysters?,What are three items that are most likely to be packed for a trip?,"Who can tell me the four members of the world's greatest band, the Beatles?",Do you know of any local museums around here that people tend to like?,What cities are you guys from?,What are the healthiest foods you can eat?,Which employees were at the scene of the crime that day?,"Hey Siri, can you tell me about Obama's dog?",What colors are you drawn to?,What's the best local Italian restaurant?,How many times a week do you water your plants?,Does anyone know if cashew 'cheese' sauce tastes anything like real cheese?,Do we want to split up into multiple teams so we can cover as many units as possible?,How much do you think it'll cost me?,"Hi, I'm calling to ask about reserving a space for my club's event?",Can you tell me how to get to Central Park from here?,Can you spell out the principal's first and last name for me?,What channel would the Olympics be on?,Do you think there will be armed guards?,"Okay Google, what peppers are best for chili?","Alexa, what's the weather like today?",Where has the best espresso around here?,How often do you floss?,How much does each person owe?,Can someone send out an announcement over the loudspeaker?,Where'd I park?,"I forgot, can you tell me what's next?",Where are some local yoga studies around here?,"Hey Siri, what was the final score of the Packers game tonight?",Which cars are really family friendly?,How many people shop in this area?,Do you think you guys would prefer candy or cupcakes?,Do these contain nuts?,Do we wanna drink?,What house did you get?,What do kids her age like nowadays?,Can someone make a list of all these officials' home addresses?,Where is the TSA pre-check line?,What days and times are your finals?,Do you know where any local woodworking shops are around here?,Which aisle are the plumbing supplies in?,Do you have any Mickey Mouse mugs?,Who can remind the team on what the symptoms of rabid animals are?,"I need a new cell phone, but there are too many choices; what are the most popular options?","What exactly are you guys envisioning, taste and style wise?",Where are some bike shops?,"Hey Siri, what's a good olive tapenade recipe?"
2019-12-02 19:55:39,2019-12-02 20:37:54,IP Address,69.113.83.144,100,2534,True,2019-12-02 20:37:54,R_XpTKlAFctXdGKKB,,,,,40.488006591796875,-74.45439910888671875,anonymous,EN,I DO agree to participate in this research study and will CONTINUE to the next page.,17026,Spanish,Which lamp provides good lighting for reading?,What is the cheapest book they have on whales?,What are the names of the first 3 presidents?,Where is the nears restaurant that was sold oysters?,What are common items people pack on a trip?,What are the names of the members of the Beatles?,What museum does he recommend to visit?,Where are you guys from?,What vegetables and fruits are good for your health?,Do the present employees have criminal records?,What kind of dog did Obama have? What was his name?,What is your favorite color?,What restaurant around serve Italian?,How many times a day do you water your plants?,"Whats a good tasting cashew cheese sauce to yse? ",Where do most tenants tend to be?,What will it cost to repair the damages?,What Location on campus is available?,What way to central park?,What is the name of the principal who is retiring?,What channel is the winter olympics streaming on?,"Where do you think they are holding the captured protestors? ",What chili pepper has a mild level of spice?,What will the weather be like today?,Where is the closets coffee shop near here?,How often do you floss daily?,How much does everyone have to contribute?,What floor do you want to evacuate?,Pat do you remember where I parked the car?,What comes after 73?,Where can i find a yoga studio?,What was the final score of Bears-Packers football game?,What car is the best for a family of 4?,Where were the targeted stores located?,What do your classmates like?,Which are the chocolates without nuts?,What do you think everyone else would be like at the party?,What answers did you give on the quiz?,How old his niece is?,Where are the offices located?,Can you point out where my designated line is?,When are your final exams?,What is the nearest woodworking shop?,What aisle can I find plumbing supplies?,Where are the mickey mouse mugs?,Where have the infected animals been seen?,Which is the most resourceful cell phone to have and which plan benefits him?,What kind of cake do you like?,Where can I find a good bike shop?,"How can i make an olive tapenade? "
